logs/API_methods.log 2025-03-05 03:10:50,891 INFO ФУНКЦИЯ GET_ALL_VIDEOS!!!
logs/API_methods.log 2025-03-05 03:21:08,810 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:21:08,920 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ ХУДШИМ СУПЕРГЕРОЕМ НА 24 ЧАСА! ПОЛНЫЙ КРИНЖ
logs/API_methods.log 2025-03-05 03:21:08,921 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ЭТО ИГРА СВОДИТ С УМА ! НЕРЕАЛЬНЫЕ ГОЛОВОЛОМКИ ИЗ ТИКТОКА
logs/API_methods.log 2025-03-05 03:21:08,921 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - Я СОЗДАЛ ЦЕЛУЮ ПЛАНЕТУ ! СИМУЛЯТОР БОГА ЧЕЛЛЕНДЖ
logs/API_methods.log 2025-03-05 03:21:08,921 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ ОФИЦИАНТОМ НА 24 ЧАСА ЧЕЛЛЕНДЖ! РАБОТАЮ В РЕСТОРАНЕ !
logs/API_methods.log 2025-03-05 03:21:08,921 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ⚡НАЙДИ ОТЛИЧИЕ ИЛИ ПОЛУЧИ УДАР ТОКОМ ЧЕЛЛЕНДЖ !
logs/API_methods.log 2025-03-05 03:21:08,921 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ДОРИСУЙ ОДНУ ЧАСТЬ ЧЕЛЛЕНДЖ ! **ИГРА ИЗ ТИКТОКА** ОЧЕНЬ СМЕШНО
logs/API_methods.log 2025-03-05 03:21:08,921 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ЗАСМЕЯЛСЯ - ЗАДОНАТИЛ ЧЕЛЛЕНДЖ! **ОЧЕНЬ СМЕШНО** ЗАДОНАТИЛ 50.000 РУБЛЕЙ СТРИМЕРАМ
logs/API_methods.log 2025-03-05 03:21:08,921 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СИМУЛЯТОР БОГА ! СУЖУ ЗНАМЕНИТОСТЕЙ ! СУДЬЯ ГЛЕНТ
logs/API_methods.log 2025-03-05 03:21:08,922 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ВОДНАЯ ГОРКА ЗА 10$ vs 100$ vs 10.000$ ! САМЫЙ ДОРОГОЙ АКВАПАРК В МИРЕ (ГТА 5)
logs/API_methods.log 2025-03-05 03:21:08,922 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СЕРЕГА А4 СТАЛ МОИМ ПАПОЙ на 24 ЧАСА ЧЕЛЛЕНДЖ!
logs/API_methods.log 2025-03-05 03:21:08,922 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:21:09,425 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:21:09,554 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - Я ПРИНИМАЛ ВАЖНЫЕ РЕШЕНИЯ ЗА ЛЮДЕЙ ! ЧТО Я НАДЕЛАЛ !? СИМУЛЯТОР БОГА ЧЕЛЛЕНДЖ
logs/API_methods.log 2025-03-05 03:21:09,554 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - 99% ЛЮДЕЙ НЕ МОГУТ ОТВЕТИТЬ! СЛОЖНЫЕ ВОПРОСЫ ЧЕЛЛЕНДЖ! А ты сможешь?
logs/API_methods.log 2025-03-05 03:21:09,554 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - 100 СОЛДАТ против 1 000 000 ЗОМБИ! **ОНИ ПОБЕДИЛИ** СИМУЛЯТОР БОГА ЧЕЛЛЕНДЖ !
logs/API_methods.log 2025-03-05 03:21:09,554 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ПОСТРОИЛ САМУЮ ДОРОГУЮ ТЮРЬМУ В ROBLOX! ЗАДОНАТИЛ 5.000 РОБУКСОВ в TYCOON
logs/API_methods.log 2025-03-05 03:21:09,554 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - Я ВРАЛ ВСЮ ЖИЗНЬ! СИМУЛЯТОР ЛЖИ ЧЕЛЛЕНДЖ! СОВРИ, ЧТОБЫ ВЫЖИТЬ!
logs/API_methods.log 2025-03-05 03:21:09,555 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - САМЫЕ СТРАШНЫЕ МЕСТА НА ГУГЛ КАРТАХ ! *этого не может быть в google maps*
logs/API_methods.log 2025-03-05 03:21:09,555 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - Я РАЗБИЛ МАШИНУ ЧЕЛЛЕНДЖ!
logs/API_methods.log 2025-03-05 03:21:09,555 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ОТ БОТАНШИ ДО ЗВЕЗДЫ КЛАССА ЧЕЛЛЕНДЖ! 24 ЧАСА В ШКОЛЕ
logs/API_methods.log 2025-03-05 03:21:09,555 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ БЕРЕМЕННОЙ НА 24 ЧАСА! Я СТАНУ МАМОЙ !
logs/API_methods.log 2025-03-05 03:21:09,555 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ ДЕВОЧКОЙ НА 24 ЧАСА ЧЕЛЛЕНДЖ ! *МЕНЯ БРОСИЛИ* КРУТЫЕ ГАДЖЕТЫ !!!
logs/API_methods.log 2025-03-05 03:21:09,555 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:21:10,060 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:21:10,182 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - САМЫЙ СЛОЖНЫЙ ВЫБОР ЧЕЛЛЕНДЖ! СМОЖЕШЬ ОТВЕТИТЬ?  В РОБЛОКС !
logs/API_methods.log 2025-03-05 03:21:10,182 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - УДАЛИ ОДНУ ЧАСТЬ ЧЕЛЛЕНДЖ ! ОЧЕНЬ СМЕШНАЯ ИГРА ДЛЯ ТЕЛЕФОНА !
logs/API_methods.log 2025-03-05 03:21:10,182 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - Я ПОПАЛ В САМЫЙ СТРАШНЫЙ ЛАБИРИНТ! УБЕГИ ОТ ВСЕХ ЗЛОДЕЕВ ЧЕЛЛЕНДЖ !
logs/API_methods.log 2025-03-05 03:21:10,182 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ СУДЬЕЙ НА 24 ЧАСА! *ПОСАДИЛ ПОДПИСЧИКА В ТЮРЬМУ* челлендж
logs/API_methods.log 2025-03-05 03:21:10,182 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - Я СПАС МИР ЧЕЛЛЕНДЖ! ОСТАНОВИЛ ПАДАЮЩИЙ САМОЛЕТ
logs/API_methods.log 2025-03-05 03:21:10,182 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - Я СТАЛ БОГОМ! СИМУЛЯТОР БОГА ЧЕЛЛЕНДЖ! СУДИМ ЗНАМЕНИТОСТЕЙ!
logs/API_methods.log 2025-03-05 03:21:10,182 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - МОИ РОДИТЕЛИ ПРИШЕЛЬЦЫ! ОХОТНИК НА ИНОПЛАНЕТЯН ЧЕЛЛЕНДЖ!
logs/API_methods.log 2025-03-05 03:21:10,183 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ ПОЛИЦЕЙСКИМ НА 24 ЧАСА ! РАБОТАЮ В ГАИ *ПЕРЕСТРЕЛКА*
logs/API_methods.log 2025-03-05 03:21:10,183 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - КТО ПОСЛЕДНИЙ УМРЕТ ЧЕЛЛЕНДЖ ! Я ПОЛНЫЙ НУБ В GANG BEASTS !
logs/API_methods.log 2025-03-05 03:21:10,183 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ ГРАБИТЕЛЕМ НА 24 ЧАСА ! Я ПРЕСТУПНИК ! **ГЛЕНТ ВОР**
logs/API_methods.log 2025-03-05 03:21:10,183 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:21:10,687 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:21:10,807 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - НЕРЕАЛЬНЫЕ ГОЛОВОЛОМКИ ЧЕЛЛЕНДЖ ! 99.4% ЛЮДЕЙ НЕ МОГУТ РЕШИТЬ
logs/API_methods.log 2025-03-05 03:21:10,807 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ УЧИТЕЛЕМ В НОВОЙ ШКОЛЕ НА 24 ЧАСА ЧЕЛЛЕНДЖ! Paper’s Grade, Please!
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СМОЖЕШЬ НАЙТИ УБИЙЦУ ? (99.5% ЛЮДЕЙ НЕ МОГУТ) ! СЛОЖНЫЕ ВОПРОСЫ ЧЕЛЛЕНДЖ
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Проблема с комментариями к видео ЧТО В ТЕЛЕФОНЕ... - ЧТО В ТЕЛЕФОНЕ У КОБЯКОВА !
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ПОЧТИ НАУЧИЛСЯ ЛЕТАТЬ! ЭТО БЫЛА ОШИБКА
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ ПАРИКМАХЕРОМ НА 24 ЧАСА ЧЕЛЛЕНДЖ !
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Проблема с комментариями к видео ЧТО В ТЕЛЕФОНЕ... - ЧТО В ТЕЛЕФОНЕ У СЕРЁГИ А4 !
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - КТО УМРЕТ ПЕРВЫМ? СМОЖЕШЬ РЕШИТЬ ГОЛОВОЛОМКУ ЧЕЛЛЕНДЖ!?(99.3% НЕ МОГУТ)
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - УГАДАЙ ПО ЭМОДЖИ ЧЕЛЛЕНДЖ ! МУЛЬТИКИ И ФИЛЬМЫ **ОЧЕНЬ СЛОЖНО**
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Проблема с комментариями к видео ЧТО В ТЕЛЕФОНЕ... - ЧТО В ТЕЛЕФОНЕ У ГЛЕНТА !
logs/API_methods.log 2025-03-05 03:21:10,808 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:21:11,313 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:21:11,433 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ЭКСТРЕМАЛЬНЫЙ ПОБЕГ ИЗ ТЮРЬМЫ ЧЕЛЛЕНДЖ *СПАЛИЛА ОХРАНА*
logs/API_methods.log 2025-03-05 03:21:11,433 INFO Проблема с комментариями к видео ЧТО В ТЕЛЕФОНЕ... - ЧТО В ТЕЛЕФОНЕ У ВЛАДА А4 !
logs/API_methods.log 2025-03-05 03:21:11,433 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - НАРИСУЙ ЗА 20 СЕКУНД ИЛИ ЗАДОНАТИТЬ ЧЕЛЛЕНДЖ ! СУПЕР ДОНАТЫ
logs/API_methods.log 2025-03-05 03:21:11,433 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ ВРАЧОМ НА 24 ЧАСА ЧЕЛЛЕНДЖ ! ** ТУПЫЕ ПАЦИЕНТЫ **
logs/API_methods.log 2025-03-05 03:21:11,433 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ПРОЖИЛ 100 ЛЕТ ЗА 24 ЧАСА ЧЕЛЛЕНДЖ ! *ПОСАДИЛИ В ТЮРЬМУ* от РОЖДЕНИЯ до СМЕРТИ
logs/API_methods.log 2025-03-05 03:21:11,434 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - УКРАЛ БРИЛЛИАНТ ЗА 1.000.000.000 $ ! ЭКСТРЕМАЛЬНОЕ ОГРАБЛЕНИЕ БАНКА ЧЕЛЛЕНДЖ !
logs/API_methods.log 2025-03-05 03:21:11,434 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ЕСЛИ СМОЖЕШЬ ОТВЕТИТЬ - ТЫ ГЕНИЙ ! САМЫЕ СЛОЖНЫЕ ВОПРОСЫ ЧЕЛЛЕНДЖ
logs/API_methods.log 2025-03-05 03:21:11,434 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СТАЛ УЧИТЕЛЕМ НА 24 ЧАСА ЧЕЛЛЕНДЖ ! ТУПЫЕ УЧЕНИКИ **Часть 2**
logs/API_methods.log 2025-03-05 03:21:11,434 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ПРОСНИСЬ ЧТОБЫ ВЫЖИТЬ ЧЕЛЛЕНДЖ ! 100 СПОСОБОВ ПРОСНУТЬСЯ
logs/API_methods.log 2025-03-05 03:21:11,434 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СМОЖЕШЬ ДОСМОТРЕТЬ? САМАЯ СТРАННАЯ ИГРА В МИРЕ !
logs/API_methods.log 2025-03-05 03:21:11,434 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:21:11,939 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:21:12,055 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - 24 ЧАСА В ЗООПАРКЕ ЧЕЛЛЕНДЖ ! **СУМАСШЕДШИЕ ЖИВОТНЫЕ** НЯНЯ ДЛЯ ЖИВОТНЫХ
logs/API_methods.log 2025-03-05 03:21:12,055 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - КАКУЮ КНОПКУ ТЫ ВЫБЕРЕШЬ ? ЭКСТРЕМАЛЬНЫЙ СЛОЖНЫЙ ВЫБОР ЧЕЛЛЕНДЖ !
logs/API_methods.log 2025-03-05 03:21:12,055 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ЗАСМЕЯЛСЯ - ЗАДОНАТИЛ ЧЕЛЛЕНДЖ! **ОЧЕНЬ СМЕШНО** донат стримерам 20.000 рублей
logs/API_methods.log 2025-03-05 03:21:12,055 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ЭКСТРЕМАЛЬНЫЕ 24 ЧАСА НА BMX ЧЕЛЛЕНДЖ ! СУПЕР ВЕЛОСИПЕДИСТ **ОЧЕНЬ БЫСТРО**
logs/API_methods.log 2025-03-05 03:21:12,055 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ТЕСТ НАСКОЛЬКО Я ЗНАЮ А4 ПРОДАКШЕН И ВЛАДА А4 **НЕ СДАЛ?**
logs/API_methods.log 2025-03-05 03:21:12,055 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - ДОРИСУЙ ЛИШНЕЕ ЧЕЛЛЕНДЖ ! **ИГРА ИЗ ТИКТОКА** ОЧЕНЬ СМЕШНО
logs/API_methods.log 2025-03-05 03:21:12,056 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - РАБОТАЮ В ЗООПАРКЕ 24 ЧАСА ЧЕЛЛЕНДЖ ! НЯНЯ ДЛЯ ЖИВОТНЫХ
logs/API_methods.log 2025-03-05 03:21:12,056 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СИМУЛЯТОР КОЗЛА ЧЕЛЛЕДНЖ ! **ОЧЕНЬ СМЕШНО**  24 ЧАСА !!!
logs/API_methods.log 2025-03-05 03:21:12,056 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - МЕНЯ ИЗБИЛИ ! ТУРНИР ПО ПОЩЕЧИНАМ **Я ПРОИГРАЛ** SLAP KINGS
logs/API_methods.log 2025-03-05 03:21:12,056 INFO Проблема с комментариями к видео ЧЕЛЛЕНДЖИ от ГЛЕНТА ! - СКАЧАЛ 100 ИГР ПРО ЧЕЛОВЕКА ПАУКА из РЕКЛАМЫ ! **ИГРЫ НА ТЕЛЕФОН**
logs/API_methods.log 2025-03-05 03:21:12,056 INFO Успешно получили комментарии для 10 видео
